Cluster_ID,Metric,Value
3,Recency,-0.4853514084627947
2,Recency,-0.7053455999796019
3,Recency,0.6346190210773148
1,Recency,-0.8153426957380054
0,Recency,-0.7553442798697854
3,Recency,0.41462482956050756
2,Recency,-0.36535457672635435
2,Recency,-0.1953590650997306
2,Recency,-0.4853514084627947
2,Recency,-0.26535721694598746
2,Recency,-0.215358537055804
2,Recency,0.014635390439039907
0,Recency,-0.7353448079137119
2,Recency,-0.39535378466046445
1,Recency,-0.8253424317160422
0,Recency,-0.7553442798697854
3,Recency,0.9546105723744889
1,Recency,-0.9053403195403357
1,Recency,-0.6053482401992349
2,Recency,-0.6353474481333451
1,Recency,-0.7553442798697854
3,Recency,-0.38535404868242773
1,Recency,-0.7653440158478221
1,Recency,-0.6953458640015652
0,Recency,-0.8853408475842623
0,Recency,-0.8153426957380054
2,Recency,-0.6453471841113817
1,Recency,-0.6953458640015652
1,Recency,-0.7553442798697854
2,Recency,-0.5953485042211982
0,Recency,-0.8253424317160422
3,Recency,2.4345714971239194
1,Recency,-0.8753411116062256
0,Recency,-0.5353500883529781
3,Recency,-0.29535642488009756
3,Recency,0.7346163808576817
2,Recency,-0.7653440158478221
3,Recency,-0.1053614412974004
0,Recency,-0.7153453359576386
1,Recency,-0.6953458640015652
3,Recency,2.444571233101956
2,Recency,0.03463486239511329
0,Recency,-0.7453445438917486
3,Recency,1.4045986913861401
2,Recency,0.41462482956050756
0,Recency,-0.6653466560674551
3,Recency,1.9145852262660112
2,Recency,0.5046224533628378
3,Recency,-0.26535721694598746
3,Recency,0.20463037402173703
3,Recency,1.7445897146393876
3,Recency,2.604567008750543
2,Recency,-0.14536038520954717
2,Recency,-0.6453471841113817
1,Recency,-0.9153400555183724
3,Recency,-0.28535668890206084
2,Recency,-0.13536064923151048
3,Recency,0.5046224533628378
0,Recency,-0.5353500883529781
1,Recency,-0.7353448079137119
1,Recency,-0.8353421676940789
0,Recency,-0.9153400555183724
3,Recency,-0.1053614412974004
1,Recency,-0.8353421676940789
2,Recency,-0.3253556328142076
0,Recency,-0.7753437518258587
0,Recency,-0.6253477121553084
3,Recency,0.3846256216263975
2,Recency,-0.0053640815170334765
2,Recency,-0.49535114444083134
0,Recency,-0.6353474481333451
2,Recency,-0.7053455999796019
1,Recency,-0.7253450719356752
2,Recency,-0.6253477121553084
0,Recency,-0.5653492962870882
2,Recency,-0.17535959314365723
2,Recency,-0.4553522005286846
3,Recency,1.0546079321548558
3,Recency,0.7346163808576817
3,Recency,-0.13536064923151048
3,Recency,2.654565688640726
0,Recency,-0.5353500883529781
1,Recency,-0.8453419036721156
0,Recency,-0.42535299259457454
1,Recency,-0.7653440158478221
0,Recency,-0.8453419036721156
3,Recency,2.184578097673002
0,Recency,-0.8753411116062256
3,Recency,2.1045802098487085
1,Recency,-0.8453419036721156
3,Recency,1.6845912987711673
3,Recency,1.9645839061561947
3,Recency,-0.06536249738525363
1,Recency,-0.6953458640015652
1,Recency,-0.9053403195403357
0,Recency,-0.5253503523749414
0,Recency,-0.8353421676940789
3,Recency,1.3446002755179198
3,Recency,2.2345767775631855
2,Recency,-0.5653492962870882
2,Recency,-0.5753490322651249
2,Recency,-0.7153453359576386
3,Recency,-0.14536038520954717
3,Recency,1.5445949950786537
3,Recency,-0.5253503523749414
3,Recency,1.4645971072543602
1,Recency,-0.8953405835622991
1,Recency,-0.8853408475842623
2,Recency,1.4145984273641767
0,Recency,-0.7553442798697854
0,Recency,-0.8453419036721156
3,Recency,-0.5353500883529781
0,Recency,-0.6353474481333451
2,Recency,1.1846044998693328
3,Recency,2.244576513541222
3,Recency,-0.0053640815170334765
3,Recency,0.16463143010959028
1,Recency,-0.5453498243310149
2,Recency,-0.4153532566165378
2,Recency,-0.7353448079137119
1,Recency,-0.8253424317160422
2,Recency,-0.6353474481333451
1,Recency,-0.6353474481333451
2,Recency,0.9746100443305623
3,Recency,-0.3353553687922443
0,Recency,-0.7053455999796019
3,Recency,-0.13536064923151048
2,Recency,-0.3253556328142076
2,Recency,-0.14536038520954717
2,Recency,-0.6953458640015652
2,Recency,-0.4053535206385011
3,Recency,-0.18535932912169392
2,Recency,-0.3553548407483177
3,Recency,1.8545868103977912
1,Recency,-0.9053403195403357
3,Recency,0.0246351264170766
0,Recency,-0.6353474481333451
0,Recency,-0.7053455999796019
1,Recency,-0.7653440158478221
2,Recency,-0.7753437518258587
1,Recency,-0.9053403195403357
3,Recency,1.3945989554081033
3,Recency,1.8345873384417177
3,Recency,0.1346322221754802
2,Recency,1.1946042358473694
1,Recency,-0.6953458640015652
1,Recency,-0.8153426957380054
0,Recency,-0.8853408475842623
0,Recency,-0.8253424317160422
3,Recency,-0.3553548407483177
2,Recency,-0.3353553687922443
2,Recency,-0.02536355347310686
2,Recency,-0.25535748096795075
0,Recency,-0.5953485042211982
3,Recency,1.4645971072543602
2,Recency,-0.6853461280235285
3,Recency,0.22462984597781044
2,Recency,-0.6753463920454919
2,Recency,0.3546264136922874
3,Recency,0.3746258856483608
2,Recency,-0.5853487682431616
0,Recency,-0.8753411116062256
1,Recency,-0.7053455999796019
3,Recency,0.6246192850992781
2,Recency,0.1446319581535169
0,Recency,-0.8953405835622991
3,Recency,2.4245717611458826
3,Recency,2.3845728172337357
2,Recency,0.5646208692310579
0,Recency,-0.8153426957380054
1,Recency,-0.7553442798697854
2,Recency,-0.8153426957380054
0,Recency,-0.7353448079137119
3,Recency,-0.6253477121553084
0,Recency,-0.8153426957380054
1,Recency,-0.9153400555183724
1,Recency,-0.8453419036721156
3,Recency,2.3245744013655156
3,Recency,-0.345355104770281
1,Recency,-0.8053429597599688
2,Recency,0.5846203411871314
1,Recency,-0.8253424317160422
3,Recency,2.374573081255699
0,Recency,-0.8753411116062256
2,Recency,-0.5353500883529781
2,Recency,-0.6753463920454919
1,Recency,-0.505350880418868
2,Recency,-0.3353553687922443
0,Recency,-0.9153400555183724
1,Recency,-0.7753437518258587
1,Recency,-0.8853408475842623
1,Recency,-0.8853408475842623
1,Recency,-0.8453419036721156
2,Recency,-0.6453471841113817
3,Recency,2.79456199233324
2,Recency,0.21463010999977375
2,Recency,-0.6653466560674551
3,Recency,1.1346058199791493
2,Recency,-0.6453471841113817
2,Recency,0.3446266777142507
2,Recency,-0.22535827303384068
0,Recency,-0.8553416396501522
2,Recency,-0.6353474481333451
1,Recency,-0.8453419036721156
2,Recency,-0.1253609132534738
0,Recency,-0.7253450719356752
3,Recency,-0.215358537055804
1,Recency,-0.8553416396501522
1,Recency,-0.7753437518258587
3,Recency,1.9945831140903048
1,Recency,-0.6253477121553084
1,Recency,-0.7753437518258587
2,Recency,0.04463459837314998
1,Recency,-0.6353474481333451
0,Recency,-0.9153400555183724
1,Recency,-0.8353421676940789
3,Recency,0.1346322221754802
0,Recency,-0.8853408475842623
2,Recency,0.5846203411871314
3,Recency,-0.215358537055804
0,Recency,-0.8753411116062256
1,Recency,-0.8953405835622991
2,Recency,-0.6053482401992349
2,Recency,-0.07536223336329032
0,Recency,-0.8853408475842623
0,Recency,-0.8753411116062256
3,Recency,2.784562256355203
2,Recency,-0.6453471841113817
1,Recency,-0.8153426957380054
2,Recency,-0.215358537055804
3,Recency,0.21463010999977375
1,Recency,-0.6853461280235285
3,Recency,0.8746126845501954
3,Recency,1.4145984273641767
3,Recency,2.604567008750543
3,Recency,2.2245770415851487
3,Recency,2.4045722891898094
3,Recency,2.79456199233324
2,Recency,-0.14536038520954717
3,Recency,-0.28535668890206084
3,Recency,0.41462482956050756
1,Recency,-0.4053535206385011
1,Recency,-0.9053403195403357
1,Recency,-0.9153400555183724
1,Recency,-0.8853408475842623
3,Recency,0.3646261496703241
2,Recency,-0.11536117727543709
1,Recency,-0.6953458640015652
2,Recency,1.4345978993202502
2,Recency,1.8845860183319012
3,Recency,-0.05536276140721694
1,Recency,-0.7653440158478221
2,Recency,0.24462931793388382
2,Recency,-0.4053535206385011
0,Recency,-0.8453419036721156
3,Recency,0.4546237734726543
3,Recency,2.244576513541222
1,Recency,-0.8853408475842623
3,Recency,1.4645971072543602
3,Recency,1.1846044998693328
3,Recency,-0.3253556328142076
2,Recency,-0.7553442798697854
2,Recency,-0.7253450719356752
1,Recency,-0.5453498243310149
2,Recency,-0.28535668890206084
1,Recency,-0.8753411116062256
1,Recency,-0.9053403195403357
0,Recency,-0.8353421676940789
3,Recency,2.714564104508946
0,Recency,-0.8253424317160422
3,Recency,-0.2753569529240241
3,Recency,0.9946095162866356
3,Recency,2.814561464289313
3,Recency,1.6445923548590207
3,Recency,2.4245717611458826
2,Recency,-0.39535378466046445
0,Recency,-0.7353448079137119
3,Recency,2.73456357646502
1,Recency,-0.8253424317160422
3,Recency,0.9446108363964523
0,Recency,-0.5553495603090515
3,Recency,0.854613212594122
3,Recency,1.6845912987711673
3,Recency,-0.47535167248475796
3,Recency,0.09463327826333344
2,Recency,0.5546211332530212
3,Recency,0.03463486239511329
3,Recency,1.8845860183319012
3,Recency,1.6945910347492041
0,Recency,-0.8953405835622991
3,Recency,1.2146037078034428
2,Recency,-0.215358537055804
2,Recency,-0.17535959314365723
3,Recency,-0.3253556328142076
1,Recency,-0.8953405835622991
0,Recency,-0.8653413756281889
1,Recency,-0.8953405835622991
3,Recency,2.444571233101956
2,Recency,-0.5453498243310149
3,Recency,1.6945910347492041
0,Recency,-0.6053482401992349
3,Recency,0.5246219253189112
3,Recency,1.9045854902879746
2,Recency,-0.3353553687922443
3,Recency,0.8046145327039386
0,Recency,-0.5853487682431616
1,Recency,-0.8953405835622991
2,Recency,0.5146221893408744
1,Recency,-0.8753411116062256
2,Recency,-0.22535827303384068
2,Recency,-0.26535721694598746
0,Recency,-0.6353474481333451
3,Recency,1.7445897146393876
0,Recency,-0.7053455999796019
2,Recency,-0.6153479761772717
3,Recency,0.04463459837314998
3,Recency,2.024582322024415
2,Recency,0.4246245655385443
2,Recency,-0.13536064923151048
3,Recency,2.8045617283112767
1,Recency,-0.8453419036721156
2,Recency,1.1846044998693328
3,Recency,-0.4053535206385011
3,Recency,0.4546237734726543
2,Recency,-0.6653466560674551
3,Recency,1.9045854902879746
1,Recency,-0.6653466560674551
2,Recency,0.9346111004184156
3,Recency,-0.085361969341327
3,Recency,2.344573873321589
3,Recency,1.8945857543099378
3,Recency,0.5046224533628378
2,Recency,-0.345355104770281
1,Recency,-0.8853408475842623
3,Recency,1.4345978993202502
2,Recency,-0.47535167248475796
3,Recency,1.8345873384417177
0,Recency,-0.8353421676940789
2,Recency,-0.6753463920454919
3,Recency,-0.04536302542918024
2,Recency,-0.29535642488009756
2,Recency,-0.24535774498991408
3,Recency,1.2146037078034428
0,Recency,-0.6853461280235285
3,Recency,0.9346111004184156
0,Recency,-0.6153479761772717
0,Recency,-0.505350880418868
3,Recency,1.1246060840011127
1,Recency,-0.8353421676940789
3,Recency,1.7245902426833142
0,Recency,-0.7453445438917486
1,Recency,-0.8053429597599688
3,Recency,0.8346137406380486
2,Recency,-0.5253503523749414
1,Recency,-0.6953458640015652
1,Recency,-0.8953405835622991
1,Recency,-0.8753411116062256
3,Recency,0.5646208692310579
2,Recency,0.46462350945069103
3,Recency,0.3546264136922874
1,Recency,-0.8453419036721156
0,Recency,-0.7553442798697854
1,Recency,-0.8353421676940789
3,Recency,0.6846177009674982
3,Recency,-0.28535668890206084
2,Recency,-0.04536302542918024
0,Recency,-0.8753411116062256
2,Recency,-0.5753490322651249
3,Recency,2.1945778336510386
3,Recency,-0.14536038520954717
1,Recency,-0.7053455999796019
0,Recency,-0.6853461280235285
1,Recency,-0.9053403195403357
2,Recency,-0.7553442798697854
2,Recency,-0.7753437518258587
0,Recency,-0.6653466560674551
1,Recency,-0.28535668890206084
2,Recency,-0.37535431270439107
2,Recency,0.3846256216263975
0,Recency,-0.5653492962870882
3,Recency,1.954584170178158
2,Recency,0.5146221893408744
1,Recency,-0.7653440158478221
1,Recency,-0.6153479761772717
0,Recency,-0.9053403195403357
1,Recency,-0.8353421676940789
0,Recency,-0.8653413756281889
0,Recency,-0.8253424317160422
1,Recency,-0.9153400555183724
3,Recency,2.1345794177828186
1,Recency,-0.8253424317160422
0,Recency,-0.8553416396501522
1,Recency,-0.8453419036721156
3,Recency,-0.03536328945114355
0,Recency,-0.8253424317160422
2,Recency,2.654565688640726
3,Recency,0.19463063804370034
0,Recency,-0.8553416396501522
1,Recency,-0.8853408475842623
3,Recency,1.0546079321548558
3,Recency,1.1946042358473694
3,Recency,0.6346190210773148
2,Recency,0.6546184930333881
0,Recency,-0.6253477121553084
3,Recency,1.5045960511665069
0,Recency,-0.7353448079137119
0,Recency,-0.9153400555183724
3,Recency,-0.18535932912169392
3,Recency,1.9945831140903048
1,Recency,-0.8953405835622991
0,Recency,-0.6153479761772717
0,Recency,-0.6953458640015652
0,Recency,-0.6953458640015652
0,Recency,-0.8853408475842623
3,Recency,-0.07536223336329032
2,Recency,-0.7053455999796019
3,Recency,1.0346084601987824
2,Recency,0.1446319581535169
1,Recency,-0.8853408475842623
3,Recency,2.2545762495192587
3,Recency,0.1346322221754802
1,Recency,-0.8053429597599688
3,Recency,0.8146142686819752
3,Recency,-0.36535457672635435
3,Recency,2.3045749294094424
3,Recency,2.79456199233324
1,Recency,-0.8353421676940789
1,Recency,-0.9153400555183724
1,Recency,-0.8153426957380054
2,Recency,-0.39535378466046445
2,Recency,-0.1953590650997306
0,Recency,-0.8553416396501522
1,Recency,-0.7653440158478221
1,Recency,-0.8853408475842623
2,Recency,-0.28535668890206084
1,Recency,-0.9153400555183724
2,Recency,0.21463010999977375
0,Recency,-0.6953458640015652
2,Recency,-0.6153479761772717
0,Recency,-0.8153426957380054
2,Recency,-0.4053535206385011
3,Recency,2.6445659526626897
2,Recency,-0.37535431270439107
2,Recency,-0.18535932912169392
2,Recency,0.4546237734726543
2,Recency,-0.1253609132534738
0,Recency,-0.8353421676940789
3,Recency,1.8045881305076077
3,Recency,1.9845833781122681
3,Recency,0.06463407032922336
0,Recency,-0.6153479761772717
1,Recency,-0.6053482401992349
2,Recency,-0.7853434878038954
2,Recency,-0.28535668890206084
1,Recency,-0.7753437518258587
3,Recency,1.1946042358473694
2,Recency,-0.14536038520954717
0,Recency,-0.6753463920454919
3,Recency,1.5745942030127638
3,Recency,1.6145931469249106
3,Recency,-0.2053588010777673
3,Recency,0.984609780308599
2,Recency,-0.7953432237819321
3,Recency,2.8045617283112767
0,Recency,-0.6853461280235285
3,Recency,-0.1053614412974004
0,Recency,-0.8253424317160422
1,Recency,-0.9153400555183724
3,Recency,0.9946095162866356
3,Recency,1.7445897146393876
3,Recency,0.3746258856483608
0,Recency,-0.9153400555183724
1,Recency,-0.8953405835622991
0,Recency,-0.8853408475842623
3,Recency,0.8646129485721586
1,Recency,-0.8053429597599688
2,Recency,0.33462694173621405
0,Recency,-0.8853408475842623
3,Recency,0.6546184930333881
1,Recency,-0.8953405835622991
1,Recency,-0.8353421676940789
0,Recency,-0.6453471841113817
2,Recency,-0.215358537055804
2,Recency,1.8345873384417177
1,Recency,-0.7153453359576386
3,Recency,-0.215358537055804
1,Recency,-0.5953485042211982
1,Recency,-0.9153400555183724
3,Recency,0.06463407032922336
3,Recency,1.4145984273641767
1,Recency,-0.9153400555183724
3,Recency,-0.5253503523749414
1,Recency,-0.8953405835622991
3,Recency,0.4046250935824709
2,Recency,-0.4853514084627947
3,Recency,2.8045617283112767
2,Recency,-0.3253556328142076
2,Recency,-0.6153479761772717
1,Recency,-0.9153400555183724
2,Recency,-0.8053429597599688
3,Recency,0.4546237734726543
2,Recency,-0.7053455999796019
2,Recency,-0.7253450719356752
3,Recency,1.4645971072543602
3,Recency,1.7645891865954608
2,Recency,0.014635390439039907
2,Recency,-0.02536355347310686
1,Recency,-0.8753411116062256
3,Recency,-0.14536038520954717
3,Recency,0.014635390439039907
2,Recency,-0.6953458640015652
3,Recency,1.6945910347492041
3,Recency,1.8145878664856443
2,Recency,-0.06536249738525363
2,Recency,1.0446081961768192
2,Recency,-0.36535457672635435
1,Recency,-0.8153426957380054
2,Recency,-0.7053455999796019
1,Recency,-0.7653440158478221
3,Recency,0.1546316941315536
2,Recency,-0.07536223336329032
0,Recency,-0.7353448079137119
3,Recency,2.4045722891898094
2,Recency,-0.5253503523749414
0,Recency,-0.6653466560674551
0,Recency,-0.8253424317160422
1,Recency,-0.6353474481333451
2,Recency,-0.7853434878038954
3,Recency,2.0345820580024516
0,Recency,-0.8653413756281889
2,Recency,-0.5953485042211982
2,Recency,-0.4353527285726112
2,Recency,0.0246351264170766
0,Recency,-0.8353421676940789
0,Recency,-0.7053455999796019
3,Recency,2.2045775696290755
2,Recency,0.2946279978240673
2,Recency,-0.4653519365067213
3,Recency,1.9045854902879746
2,Recency,-0.7353448079137119
2,Recency,-0.5653492962870882
2,Recency,-0.28535668890206084
0,Recency,-0.6553469200894184
0,Recency,-0.7053455999796019
0,Recency,-0.8853408475842623
2,Recency,-0.7653440158478221
3,Recency,-0.4653519365067213
3,Recency,-0.2753569529240241
1,Recency,-0.6653466560674551
3,Recency,-0.47535167248475796
1,Recency,-0.8453419036721156
1,Recency,-0.7753437518258587
3,Recency,1.7545894506174242
2,Recency,-0.5253503523749414
3,Recency,2.444571233101956
0,Recency,-0.8153426957380054
0,Recency,-0.7353448079137119
2,Recency,0.0246351264170766
3,Recency,-0.31535589683617093
3,Recency,0.43462430151658094
2,Recency,-0.8153426957380054
1,Recency,-0.8253424317160422
1,Recency,-0.8853408475842623
2,Recency,-0.7353448079137119
0,Recency,-0.8253424317160422
0,Recency,-0.7753437518258587
2,Recency,-0.3353553687922443
1,Recency,-0.6253477121553084
3,Recency,0.014635390439039907
0,Recency,-0.8253424317160422
0,Recency,-0.7253450719356752
2,Recency,-0.3553548407483177
3,Recency,1.7545894506174242
2,Recency,0.2946279978240673
3,Recency,0.3446266777142507
2,Recency,-0.14536038520954717
3,Recency,1.4745968432323968
3,Recency,1.0746074041109293
2,Recency,-0.3253556328142076
1,Recency,-0.8953405835622991
3,Recency,1.8045881305076077
3,Recency,1.0946068760670027
3,Recency,-0.11536117727543709
3,Recency,1.3346005395398832
1,Recency,-0.8853408475842623
1,Recency,-0.7953432237819321
3,Recency,-0.18535932912169392
3,Recency,1.1946042358473694
0,Recency,-0.6753463920454919
0,Recency,-0.7553442798697854
3,Recency,1.6945910347492041
2,Recency,0.03463486239511329
3,Recency,0.19463063804370034
3,Recency,1.1046066120450393
3,Recency,0.004635654461003215
3,Recency,-0.4153532566165378
2,Recency,-0.7453445438917486
0,Recency,-0.7453445438917486
3,Recency,0.32462720575817733
2,Recency,-0.0053640815170334765
2,Recency,0.6446187570553514
0,Recency,-0.8353421676940789
0,Recency,-0.8053429597599688
3,Recency,-0.3053561608581342
3,Recency,-0.31535589683617093
3,Recency,1.7645891865954608
3,Recency,1.7045907707272407
1,Recency,-0.9153400555183724
2,Recency,-0.39535378466046445
1,Recency,-0.8153426957380054
1,Recency,-0.8953405835622991
1,Recency,-0.7453445438917486
1,Recency,-0.9153400555183724
3,Recency,2.73456357646502
3,Recency,-0.5553495603090515
0,Recency,-0.6153479761772717
3,Recency,0.20463037402173703
2,Recency,-0.28535668890206084
0,Recency,-0.7653440158478221
0,Recency,-0.5153506163969047
3,Recency,-0.14536038520954717
2,Recency,0.2946279978240673
2,Recency,-0.7453445438917486
3,Recency,-0.3253556328142076
3,Recency,2.3845728172337357
2,Recency,-0.6953458640015652
3,Recency,0.6346190210773148
0,Recency,-0.5353500883529781
3,Recency,0.9746100443305623
3,Recency,2.6745651605967997
3,Recency,0.44462403749461765
1,Recency,-0.8453419036721156
0,Recency,-0.9153400555183724
3,Recency,1.7545894506174242
3,Recency,0.7646155887917918
2,Recency,0.11463275021940682
3,Recency,0.6246192850992781
3,Recency,2.584567536794469
1,Recency,-0.8853408475842623
3,Recency,0.2746285258679939
2,Recency,-0.6953458640015652
1,Recency,-0.8553416396501522
2,Recency,-0.6453471841113817
0,Recency,-0.8853408475842623
2,Recency,-0.7053455999796019
0,Recency,-0.9053403195403357
2,Recency,-0.5553495603090515
2,Recency,-0.26535721694598746
0,Recency,-0.9153400555183724
1,Recency,-0.8753411116062256
2,Recency,-0.14536038520954717
3,Recency,-0.2053588010777673
0,Recency,-0.7553442798697854
0,Recency,-0.8953405835622991
1,Recency,-0.5653492962870882
3,Recency,-0.1053614412974004
1,Recency,-0.5353500883529781
3,Recency,2.2345767775631855
0,Recency,-0.6053482401992349
2,Recency,0.004635654461003215
0,Recency,-0.7853434878038954
2,Recency,-0.1053614412974004
3,Recency,-0.15536012118758386
3,Recency,0.6546184930333881
3,Recency,1.0846071400889659
1,Recency,-0.47535167248475796
3,Recency,1.6845912987711673
3,Recency,0.854613212594122
2,Recency,-0.24535774498991408
3,Recency,1.954584170178158
3,Recency,-0.22535827303384068
3,Recency,-0.28535668890206084
0,Recency,-0.8153426957380054
0,Recency,-0.7653440158478221
3,Recency,-0.26535721694598746
3,Recency,-0.3253556328142076
3,Recency,-0.215358537055804
3,Recency,0.2946279978240673
3,Recency,-0.1253609132534738
3,Recency,1.6445923548590207
3,Recency,1.7645891865954608
3,Recency,-0.28535668890206084
1,Recency,-0.8353421676940789
0,Recency,-0.7453445438917486
3,Recency,-0.215358537055804
2,Recency,-0.5853487682431616
3,Recency,-0.42535299259457454
3,Recency,1.6445923548590207
3,Recency,2.73456357646502
3,Recency,2.79456199233324
3,Recency,-0.02536355347310686
2,Recency,-0.31535589683617093
3,Recency,-0.03536328945114355
2,Recency,0.06463407032922336
0,Recency,-0.6653466560674551
2,Recency,-0.6053482401992349
3,Recency,1.8845860183319012
1,Recency,-0.6153479761772717
3,Recency,2.374573081255699
3,Recency,0.3846256216263975
0,Recency,-0.8153426957380054
3,Recency,-0.17535959314365723
3,Recency,1.114606348023076
1,Recency,-0.9053403195403357
3,Recency,0.9246113644403788
2,Recency,-0.6353474481333451
2,Recency,-0.1953590650997306
3,Recency,0.9946095162866356
3,Recency,0.3446266777142507
0,Recency,-0.7453445438917486
0,Recency,-0.9153400555183724
2,Recency,-0.18535932912169392
1,Recency,-0.9053403195403357
2,Recency,-0.6853461280235285
3,Recency,0.1446319581535169
2,Recency,0.41462482956050756
2,Recency,-0.4853514084627947
0,Recency,-0.8753411116062256
1,Recency,-0.8053429597599688
3,Recency,-0.28535668890206084
3,Recency,0.5746206052090946
2,Recency,-0.5253503523749414
2,Recency,-0.28535668890206084
2,Recency,0.1546316941315536
1,Recency,-0.9153400555183724
0,Recency,-0.7353448079137119
0,Recency,-0.8253424317160422
0,Recency,-0.8153426957380054
0,Recency,-0.7353448079137119
2,Recency,-0.25535748096795075
3,Recency,-0.18535932912169392
1,Recency,-0.8753411116062256
0,Recency,-0.9053403195403357
1,Recency,-0.7853434878038954
3,Recency,1.6245928829029472
3,Recency,-0.0053640815170334765
2,Recency,-0.6953458640015652
1,Recency,-0.7553442798697854
0,Recency,-0.6853461280235285
2,Recency,-0.6553469200894184
2,Recency,-0.6653466560674551
3,Recency,1.664591826815094
3,Recency,0.7346163808576817
0,Recency,-0.6753463920454919
2,Recency,-0.7453445438917486
1,Recency,-0.8553416396501522
0,Recency,-0.6353474481333451
2,Recency,-0.5353500883529781
3,Recency,1.6045934109468738
3,Recency,-0.345355104770281
3,Recency,0.9146116284623421
0,Recency,-0.8153426957380054
1,Recency,-0.9053403195403357
3,Recency,0.06463407032922336
1,Recency,-0.9153400555183724
3,Recency,-0.31535589683617093
3,Recency,1.4345978993202502
2,Recency,0.984609780308599
2,Recency,0.8646129485721586
2,Recency,-0.5453498243310149
3,Recency,1.0846071400889659
2,Recency,-0.4653519365067213
3,Recency,1.3945989554081033
3,Recency,-0.26535721694598746
3,Recency,1.4845965792104336
3,Recency,1.4045986913861401
2,Recency,-0.14536038520954717
2,Recency,-0.345355104770281
1,Recency,-0.7553442798697854
2,Recency,0.1246324861974435
2,Recency,-0.4053535206385011
2,Recency,0.43462430151658094
3,Recency,1.8245876024636811
3,Recency,2.1945778336510386
1,Recency,-0.8453419036721156
0,Recency,-0.8153426957380054
3,Recency,1.9045854902879746
2,Recency,-0.7453445438917486
2,Recency,-0.6953458640015652
3,Recency,1.954584170178158
0,Recency,-0.7553442798697854
3,Recency,-0.215358537055804
3,Recency,-0.28535668890206084
2,Recency,-0.1953590650997306
3,Recency,2.2345767775631855
1,Recency,-0.8953405835622991
3,Recency,1.5145957871445437
1,Recency,-0.8353421676940789
1,Recency,-0.9153400555183724
3,Recency,1.6845912987711673
3,Recency,0.3446266777142507
3,Recency,-0.18535932912169392
2,Recency,-0.1953590650997306
2,Recency,-0.7153453359576386
2,Recency,-0.3253556328142076
3,Recency,-0.06536249738525363
3,Recency,-0.14536038520954717
2,Recency,-0.3353553687922443
0,Recency,-0.9153400555183724
0,Recency,-0.6253477121553084
2,Recency,-0.5953485042211982
2,Recency,-0.5153506163969047
0,Recency,-0.7753437518258587
2,Recency,-0.5853487682431616
3,Recency,-0.13536064923151048
3,Recency,1.1246060840011127
0,Recency,-0.5853487682431616
3,Recency,0.9046118924843054
1,Recency,-0.9053403195403357
1,Recency,-0.9153400555183724
2,Recency,-0.49535114444083134
